n_batteries,rho_agents,sync_mean,sync_std,violation_mean,violation_std,mean_abs_aggregate_power_kw,peak_charge_kw,peak_discharge_kw
30,0.15789473684210525,1.6204573152853823,0.12462583772287371,0.029166666666666664,0.030528962377710273,42.754366798404995,88.40668411687594,118.11513201826126
30,0.21052631578947367,1.5185597135224114,0.1920799153330289,0.03958333333333333,0.034399081145079016,39.51344223917742,92.85580457270166,105.54298652907362
30,0.2631578947368421,1.5418717706958367,0.1264627405846466,0.03333333333333333,0.0396438825911462,42.19523434440923,93.65774063267688,108.29509440573172
30,0.3157894736842105,1.5019770332073015,0.10439695535932507,0.05208333333333333,0.04027273612326088,44.13656017903847,98.3935105251595,115.29103238644348
30,0.3684210526315789,1.382385706611997,0.17095874526965066,0.0375,0.03799622942204131,37.786581651304,92.11645281351687,113.11701917712283
30,0.42105263157894735,1.3574118937473165,0.1391818074880071,0.08125,0.06117006061619912,44.20582772101065,105.0717715366778,121.8827462914953
30,0.47368421052631576,1.4240815713346098,0.14013906074052174,0.07083333333333333,0.047024007803902895,42.88188528337234,99.09871045674512,114.91741196500539
30,0.5263157894736842,1.4294615004818458,0.10248817129331726,0.05833333333333333,0.041446788262903336,45.649217996946604,100.60609796461435,117.04395404599363
30,0.5789473684210527,1.3282562699129874,0.15401153163436568,0.08541666666666667,0.04161180598893563,48.16132380505678,105.66835754461275,128.90248813040762
30,0.631578947368421,1.1802205177078036,0.27925584903756234,0.08541666666666667,0.056511332507333305,44.533244851186524,105.09743362320656,127.57359067027991
30,0.6842105263157894,1.2031989571510642,0.17650599769478242,0.07708333333333332,0.05618701802153275,44.0150734757124,101.31433749714736,126.9650634003871
30,0.7368421052631579,1.130812336830584,0.16737702317377776,0.10416666666666666,0.06412364700532214,47.5669769727657,108.18684750133835,130.58933844091868
30,0.7894736842105263,0.952734650149757,0.22448072296887922,0.10416666666666667,0.05322219780487542,41.375185660540794,110.8735119080771,123.05029000680202
30,0.8421052631578947,0.848903381503489,0.23824421828734804,0.12083333333333332,0.06745693883131097,46.510679036380694,111.26698415761582,134.0668505895597
30,0.894736842105263,0.7392722758911431,0.1530401826183147,0.13541666666666669,0.06026713194588288,47.87339613931779,111.96704965576676,139.9110551173623
30,0.9473684210526315,0.5939996468980748,0.18902685368830274,0.14166666666666666,0.049485658623046797,47.66557781811486,113.59079133379971,144.92972230501613
30,1.0,0.07545869309226695,0.005482089496247182,0.15833333333333333,0.04604218762109022,42.448514265001485,114.53547760994797,144.44531792347442
50,0.0,1.640841314518917,0.15451986821606106,0.01875,0.03163144393817701,65.07679451451189,136.8587290291277,164.72403151173518
50,0.05263157894736842,1.6898957394118181,0.1176369211973126,0.020833333333333332,0.03446542466118796,73.24780981818824,141.56686809741126,189.69068090684425
50,0.10526315789473684,1.6760850574960038,0.13372434719509194,0.02708333333333333,0.03888758352028039,66.59838905061721,142.92326459746485,168.82965639404725
50,0.15789473684210525,1.629030730089483,0.10114078427295502,0.020833333333333332,0.025290707444453497,69.38203180340089,148.50030134271938,180.88843461323285
50,0.21052631578947367,1.558491375614317,0.12002700578963167,0.0375,0.03551006775944959,68.17144254599732,157.22275807866436,179.94508198073297
50,0.2631578947368421,1.5378693402783492,0.1672584570029246,0.04375,0.03696005034679237,67.60110060711251,154.56870036747435,183.41578095663252
50,0.3157894736842105,1.5011127390375731,0.16878406743471625,0.04375,0.041611805988935616,70.94760751469305,158.54705353152454,191.6397076078577
50,0.3684210526315789,1.4954557717369912,0.13120629555545796,0.07708333333333332,0.03386365420363537,75.12940237633006,168.10152719085949,194.86162474399063
50,0.42105263157894735,1.4538692997303855,0.11433202095285691,0.05833333333333333,0.04359569698171641,69.77991161388299,162.09081280621064,195.47021653579796
50,0.47368421052631576,1.3923070395760742,0.17998127797880556,0.075,0.041885390829169554,77.62681368362644,170.1677008339205,217.037558749547
