topology,rho_agents,run_id,run_seed,sync_index,mean_aggregate_battery_kw,std_aggregate_battery_kw,feeder_violation_fraction
legacy_ring,0.1282051282051282,10,2202987864,1.837950478308704,-11.378643204433935,64.10283022970879,0.3333333333333333
legacy_ring,0.1282051282051282,11,3887773283,1.9458258231923178,-14.27706309584876,65.8465565691941,0.3333333333333333
legacy_ring,0.1282051282051282,12,2856182317,2.123246031411352,-14.164007492961384,67.26828509267463,0.5
legacy_ring,0.1282051282051282,13,2249628145,1.8885693878571674,-15.26459065496545,68.45322314064721,0.4583333333333333
legacy_ring,0.1282051282051282,14,1320212251,2.195026738346087,-14.736686060360098,67.19555752950772,0.5
legacy_ring,0.1282051282051282,15,60536040,2.104002217023615,-13.288633099677261,59.97906364399794,0.375
legacy_ring,0.1282051282051282,16,550933224,1.9461860537910818,-14.395628908015189,72.9528271220082,0.4166666666666667
legacy_ring,0.1282051282051282,17,2643624073,1.8418226819187031,-12.513222016427848,63.708976510541085,0.375
legacy_ring,0.1282051282051282,18,360276271,1.8556865638498607,-13.445730142124448,68.22361279121668,0.4166666666666667
legacy_ring,0.1282051282051282,19,1006291942,2.100346554743626,-14.780944372829941,65.38002366003055,0.5
legacy_ring,0.15384615384615385,0,3321297013,1.723473496949393,-14.69976228630764,64.7924529013091,0.375
legacy_ring,0.15384615384615385,1,2011495287,2.0917127447506125,-12.884586015612548,65.24505770880397,0.375
legacy_ring,0.15384615384615385,2,3715312266,1.9466039358317306,-14.557395073902187,65.61992758366888,0.375
legacy_ring,0.15384615384615385,3,649862143,1.7859936916278123,-13.99607480466068,63.26032120788079,0.375
legacy_ring,0.15384615384615385,4,203152291,2.096083926814474,-14.980742465167628,69.62649851401608,0.4166666666666667
legacy_ring,0.15384615384615385,5,3110379674,2.079554003303228,-13.274313206598762,65.15048964060811,0.4166666666666667
legacy_ring,0.15384615384615385,6,1826739823,2.1956874368500974,-12.215390930019927,60.591331713780356,0.375
legacy_ring,0.15384615384615385,7,3920175139,1.8780137180127479,-12.417263788720113,54.774520605109984,0.2916666666666667
legacy_ring,0.15384615384615385,8,3224696331,1.8701782444481634,-14.262989747256759,65.08721620621249,0.375
legacy_ring,0.15384615384615385,9,1331450305,2.0620119599275335,-13.267985285815124,69.5785160192662,0.375
legacy_ring,0.15384615384615385,10,317249280,2.1035432260289846,-14.553779259337238,76.75729667456208,0.4166666666666667
legacy_ring,0.15384615384615385,11,1487805644,2.0482066920939688,-13.52642698923749,67.39441636128474,0.4166666666666667
legacy_ring,0.15384615384615385,12,190220278,1.9957042461239916,-14.817493479242513,66.56856245615523,0.4166666666666667
legacy_ring,0.15384615384615385,13,2766331987,2.050083787910639,-13.054592960818397,71.70230557386844,0.4166666666666667
legacy_ring,0.15384615384615385,14,425220563,1.9897848987493125,-14.500400165441652,66.18032857480601,0.3333333333333333
legacy_ring,0.15384615384615385,15,1285785833,1.9605954613443834,-13.438695170230119,63.301604502519496,0.4166666666666667
legacy_ring,0.15384615384615385,16,2029769808,2.1418271767545694,-13.748095259815356,65.15102923655392,0.4166666666666667
legacy_ring,0.15384615384615385,17,1898832075,1.9337059158182228,-12.7914493833701,65.9108107662574,0.375
legacy_ring,0.15384615384615385,18,3770371930,1.9962836213810036,-14.055400882969051,61.41233337768766,0.375
legacy_ring,0.15384615384615385,19,4211817909,1.979103028243294,-14.50816319775568,69.96121304555281,0.375
legacy_ring,0.1794871794871795,0,3242607474,1.9990886189555692,-14.633900621218695,69.37301616629942,0.4166666666666667
legacy_ring,0.1794871794871795,1,845964485,2.1105346019532747,-13.96543882572633,67.37989896989083,0.4583333333333333
legacy_ring,0.1794871794871795,2,2635440239,1.8576303982963849,-11.491126471213756,67.01210158749603,0.375
legacy_ring,0.1794871794871795,3,959163211,2.221336341577166,-14.056447557101365,68.71529359985186,0.4166666666666667
legacy_ring,0.1794871794871795,4,2255790108,2.0560220680320147,-14.997839519306984,73.36855152321573,0.4166666666666667
legacy_ring,0.1794871794871795,5,237907092,2.0619764922029487,-14.292080527238701,65.02697520086673,0.4166666666666667
legacy_ring,0.1794871794871795,6,1152747150,2.2082382743520914,-17.037744321514367,70.37123624850459,0.4583333333333333
legacy_ring,0.1794871794871795,7,1479637070,1.936675193866284,-13.896721356756993,70.04905548202854,0.4166666666666667
legacy_ring,0.1794871794871795,8,3545090331,1.8937583656126276,-13.641799826722092,74.04129193354999,0.4166666666666667
legacy_ring,0.1794871794871795,9,1832383360,1.9800649863319002,-14.422845108250831,68.44638089557944,0.4166666666666667
legacy_ring,0.1794871794871795,10,3280897237,1.9809098538790055,-14.611708597534745,63.66033698287142,0.375
legacy_ring,0.1794871794871795,11,1409365668,2.0465034746976847,-12.772128991438315,70.02281816692867,0.375
legacy_ring,0.1794871794871795,12,866709048,1.883402193527291,-15.421609935266693,65.93288909101028,0.375
legacy_ring,0.1794871794871795,13,941098948,1.9046278087382298,-13.874561646881887,63.895098560847316,0.375
legacy_ring,0.1794871794871795,14,1617192141,1.9285591208510997,-13.38111924160277,63.63797349688524,0.375
legacy_ring,0.1794871794871795,15,3486981342,2.2284975315908646,-12.876220313875677,73.0734385040088,0.4583333333333333
legacy_ring,0.1794871794871795,16,2628200498,1.8826894342214082,-13.5640777350183,72.87239643021063,0.4166666666666667
legacy_ring,0.1794871794871795,17,484111817,2.0482432867713194,-11.678756121756754,61.34942476469319,0.4166666666666667
legacy_ring,0.1794871794871795,18,1153020956,1.9487735686414196,-13.124998904521112,72.17888002693857,0.4166666666666667
