n_batteries,rho_agents,run,feeder_limit_kw,sync_index,feeder_violation_fraction,mean_abs_aggregate_battery_power_kw,peak_charge_kw,peak_discharge_kw
5,0.5789473684210527,15,30.0,0.6206502264870022,0.08333333333333333,5.639939616328146,19.96561004361327,15.811377838616586
5,0.5789473684210527,16,30.0,0.887810870810431,0.125,7.1569731377507075,20.3758795338986,25.0
5,0.5789473684210527,17,30.0,0.7842905896061976,0.08333333333333333,7.0565550666349095,19.570618546257837,22.999999999999996
5,0.5789473684210527,18,30.0,0.8009176004896009,0.125,8.70316634350298,18.22003096007065,25.0
5,0.5789473684210527,19,30.0,0.9337652028687732,0.16666666666666666,6.00890576758012,19.077370130448237,19.369291387905452
5,0.631578947368421,0,30.0,1.029733943718173,0.20833333333333334,11.441463456664602,18.973954272207866,25.0
5,0.631578947368421,1,30.0,0.9887871640240169,0.125,9.799439880263776,19.887608395895256,23.170161278748317
5,0.631578947368421,2,30.0,1.308077744111532,0.041666666666666664,9.640722672079924,16.385563718694787,23.58024923350966
5,0.631578947368421,3,30.0,0.6740301262129093,0.16666666666666666,7.798133867893974,20.44711312888474,25.0
5,0.631578947368421,4,30.0,1.2870039680077856,0.125,8.552100960936356,19.69161080978995,20.018934164913084
5,0.631578947368421,5,30.0,0.8514720073830978,0.041666666666666664,6.341007078812178,19.86217097922995,21.209675209582258
