topology,rho_agents,run_id,run_seed,sync_index,feeder_violation_fraction,peak_charge_kw,peak_charge_ratio,pv_surplus_kwh,pv_absorbed_by_batteries_kwh,pv_curtailment_risk_kwh,pv_curtailment_fraction,pv_absorption_fraction
linear,0.0,132,388979834,1.6470641210011963,0.0,52.58798198635483,0.4382331832196236,188.3597303432378,148.93299680388645,39.426733539351346,0.20931614983471325,0.7906838501652868
linear,0.0,133,2401776466,1.6133480266403744,0.0,45.78543684159119,0.38154530701325995,189.39261360135754,136.03092228393072,53.36169131742683,0.28175170247000775,0.7182482975299923
linear,0.0,134,3414123689,1.5259124056662656,0.0,43.10438333204443,0.3592031944337036,184.05577041084751,140.55070344539834,43.50506696544917,0.23636893789495203,0.7636310621050479
linear,0.0,135,1305455729,1.6338474172452842,0.0,51.036783167061635,0.4253065263921803,197.58769767339675,160.12632446611735,37.46137320727938,0.1895936520764632,0.8104063479235367
linear,0.0,136,2589170541,1.6202967135280781,0.0,44.80916520487421,0.37340971004061846,199.97802460394385,142.71983063458833,57.25819396935552,0.2863224300907826,0.7136775699092174
linear,0.0,137,132361590,1.614613031237642,0.0,41.03824112417253,0.34198534270143777,195.00358694305567,146.51178329624315,48.49180364681252,0.24867134193266374,0.7513286580673363
linear,0.0,138,1492497707,1.6709387012159633,0.0,51.85702810183547,0.4321419008486289,192.55633236735088,149.16084093840658,43.39549142894432,0.22536517441636883,0.7746348255836313
linear,0.0,139,1875686903,1.6307642924509267,0.0,52.82629650864078,0.4402191375720065,198.77181916916277,158.35673692237822,40.41508224678458,0.20332400445754198,0.7966759955424582
linear,0.0,140,4220829261,1.5483683184240757,0.0,52.17495826815204,0.434791318901267,178.78404166280706,128.45190177089478,50.33213989191229,0.2815247906009445,0.7184752093990556
linear,0.0,141,921634150,1.5533434955734613,0.0,45.3648722283396,0.37804060190283,185.27148171629483,158.513266436356,26.758215279938867,0.1444270593188949,0.8555729406811052
linear,0.0,142,1187766037,1.5265034181489774,0.0,50.09496358773005,0.41745802989775044,186.19518924623645,135.8945062440668,50.300683002169656,0.2701502826458572,0.7298497173541428
linear,0.0,143,1754617163,1.5740160183084306,0.0,46.053463767322704,0.3837788647276892,189.01338455062424,153.92092834517268,35.09245620545157,0.1856612233513686,0.8143387766486315
linear,0.0,144,4263466368,1.5661757390671018,0.0,41.67864750094541,0.3473220625078784,188.42349164974888,146.43728178045328,41.9862098692956,0.22282895567683084,0.7771710443231691
linear,0.0,145,3665338288,1.5347151327050705,0.0,43.21065929200413,0.36008882743336773,192.05884235151754,147.99329081942057,44.06555153209696,0.22943776497124543,0.7705622350287545
linear,0.0,146,149005148,1.7603529239293323,0.0,51.11088146001864,0.425924012166822,192.1577899029651,148.62709366356898,43.53069623939612,0.2265362037176741,0.7734637962823259
linear,0.0,147,1004762440,1.658617782698754,0.0,45.378385666883744,0.3781532138906979,200.26619303646288,161.75834757883757,38.50784545762529,0.19228330490415865,0.8077166950958412
linear,0.0,148,3529064889,1.63729792669046,0.0,48.67338537419604,0.40561154478496697,195.89948985577584,172.57146924443913,23.328020611336697,0.11908157917364225,0.8809184208263576
linear,0.0,149,250408367,1.6835839240535029,0.0,54.12109552536168,0.451009129378014,192.52465141410448,137.95293063314864,54.57172078095582,0.2834531597908291,0.7165468402091708
linear,0.0,150,3675078330,1.5896385737356862,0.0,49.56171516569768,0.41301429304748066,206.44036473266866,154.14842607609148,52.291938656577194,0.2533028786511446,0.7466971213488556
linear,0.0,151,1208534612,1.5425727604168522,0.0,48.48573985244949,0.4040478321037458,189.78188777752763,126.79797889582986,62.983908881697765,0.33187523645844874,0.6681247635415513
linear,0.0,152,3941285892,1.5900961610181816,0.0,47.761720776691234,0.3980143398057603,189.85419863619757,147.21344505049225,42.640753585705326,0.22459736941301148,0.7754026305869886
linear,0.0,153,1260975586,1.513201331284862,0.0,36.63357045805446,0.30527975381712047,189.0566773443996,136.30057909152566,52.75609825287394,0.2790491137045085,0.7209508862954915
linear,0.0,154,1865376475,1.740825869997537,0.0,43.04694046879041,0.3587245039065868,188.93199372352774,135.63545526831427,53.296538455213486,0.2820937703817628,0.7179062296182374
linear,0.0,155,2842909782,1.661571849259557,0.0,55.597227180499885,0.4633102265041657,185.7324477919236,161.06518515457964,24.667262637343935,0.1328107335610992,0.8671892664389007
linear,0.0,156,542371627,1.716211984995465,0.0,46.90723803468378,0.3908936502890315,204.5023039929389,145.9686404487532,58.53366354418567,0.2862249588454844,0.7137750411545155
linear,0.0,157,2392434876,1.4853181679320109,0.0,44.5487949526538,0.3712399579387817,183.7875047789359,138.27069688188354,45.51680789705235,0.2476599698755423,0.7523400301244576
